# %META START%
# %META FIELD% Id 0 32
# %META FIELD% ObjectName 0 32
# %META FIELD% TilesetX 1 0
# %META FIELD% TilesetY 1 0
# %META FIELD% Usable 2 2
# %META FIELD% Consumable 2 2
# %META FIELD% ApplyOnSelf 2 2
# %META FIELD% IsHelm 2 2
# %META FIELD% IsShoulders 2 2
# %META FIELD% IsGlove 2 2
# %META FIELD% IsChest 2 2
# %META FIELD% IsBelt 2 2
# %META FIELD% IsShoe 2 2
# %META FIELD% IsWeapon 2 2
# %META FIELD% IsShield 2 2
# %META FIELD% Points 1 0
# %META FIELD% HealthPoints 1 0
# %META FIELD% MaxHealthPoints 1 0
# %META FIELD% FirePoints 1 0
# %META FIELD% AssociatedStat 1 0
# %META FIELD% XP 1 0
# %META END%
# points = armor or damage points depending on if applyOnSelf is true or false
# AssociatedStats:
# 0: None
# 1: Light armor
# 2: Medium armor
# 3: Heavy armor
# 4: Sword
# 5: Lance
# 6: Spears
# 7: Axe
# 8: Magic
# 9: Perception
# 10: speed
# Belt
# Belt
# Belt
# Necklace
# Necklace
# Necklace
# Necklace
# Necklace
# ?
# ?
# ?
# ?
# ?
# ?
# ?
# ?
# ?
# ?
# ?
# ?
# ?
# Necklace
# Necklace
# Necklace
# Necklace
# Necklace
# Necklace
# Necklace
# Necklace
# Necklace
# Necklace
# Necklace
# Necklace
# ?
# ?
# ?
# ?
# ?
# ?
# ?
# ?
# ?
# ?
# Pendant
# Pendant
# Pendant
# Pendant
# Pendant
# Pendant
# Pendant
# Pendant
# Pendant
# Pendant
# Armor
# Armor
"MONK_ROBE" "Monk robe" 10 3 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1
# Armor
"PADDED_ARMOR" "Padded armor" 12 3 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 2
"LEATHER_ARMOR" "Leather armor" 13 3 0 0 1 0 0 0 1 0 0 0 0 2 0 0 0 1 3
"STEEL_ARMOR" "Steel armor" 14 3 0 0 1 0 0 0 1 0 0 0 0 3 0 0 0 2 1
"KNIGHT_ARMOR" "Knight armor" 15 3 0 0 1 0 0 0 1 0 0 0 0 4 0 0 0 2 2
"HKNIGHT_ARMOR" "Heavy knight armor" 0 4 0 0 1 0 0 0 1 0 0 0 0 5 0 0 0 3 1
"PALADIN_ARMOR" "Paladin armor" 1 4 0 0 1 0 0 0 1 0 0 0 0 6 0 0 0 3 2
"HERO_ARMOR" "Hero armor" 2 4 0 0 1 0 0 0 1 0 0 0 0 7 0 0 0 3 4
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# cape
# cape
# cape
# cape
# cape
# cape
# cape
# cape
# cape
# cape
# cape
# cape
# cape
# cape
# cape
# cape
# cape
# cape
# cape
# cape
# cape
# cape
# cape
# cape
# Jacket
# Jacket
# Jacket
# Jacket
# Jacket
# Jacket
# Jacket
# Jacket
# Jacket
# Jacket
# Jacket
# Jacket
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# cape
# cape
# cape
# cape
# cape
# cape
# cape
# cape
# cape
# cape
# cape
# cape
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# armor
# boot
# boot
# boot
# boot
# boot
# boot
# boot
# boot
# boot
# boot
# boot
# boot
# boot
# boot
# boot
# boot
# boot
# boot
# boot
# boot
# boot
# boot
# boot
# boot
# boot
# boot
# boot
# boot
# boot
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# stuff
# food
# food
# food
# food
# food
# food
# food
# food
# food
# food
# food
# food
# food
# food
# food
# food
# food
# food
# food
# food
